number,value,datetime_start,datetime_complete,duration,params_final_dropout,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
555,0.04325639456510544,2025-04-25 23:33:36.188243,2025-04-25 23:33:47.143605,0 days 00:00:10.955362,6.182444496551965e-05,32,80,432.0,,3,0.0070706263314394046,0.6,checkpoints/mlp_Vc_trial_555_best_state.pt,"{'learning_rate': 0.0070706263314394046, 'lr_reduce': 0.6}",TPESampler,COMPLETE
556,0.07053902745246887,2025-04-25 23:33:43.202656,2025-04-25 23:33:49.770524,0 days 00:00:06.567868,0.14482316771671988,32,48,336.0,,3,0.005598592002580584,0.6,checkpoints/mlp_Vc_trial_556_best_state.pt,"{'learning_rate': 0.005598592002580584, 'lr_reduce': 0.6}",TPESampler,COMPLETE
557,0.055840808898210526,2025-04-25 23:33:47.484932,2025-04-25 23:33:58.219174,0 days 00:00:10.734242,0.05172751144248467,32,176,192.0,,3,0.005237377150014518,0.6,checkpoints/mlp_Vc_trial_557_best_state.pt,"{'learning_rate': 0.005237377150014518, 'lr_reduce': 0.6}",TPESampler,COMPLETE
558,0.04841981083154678,2025-04-25 23:33:50.108741,2025-04-25 23:34:01.294302,0 days 00:00:11.185561,0.033043458936688336,32,208,,,2,0.00688812876656397,0.6,checkpoints/mlp_Vc_trial_558_best_state.pt,"{'learning_rate': 0.00688812876656397, 'lr_reduce': 0.6}",TPESampler,COMPLETE
559,0.07560528814792633,2025-04-25 23:33:58.522030,2025-04-25 23:34:09.074313,0 days 00:00:10.552283,0.05038371509297392,96,144,384.0,,3,0.002735300512953246,0.6,checkpoints/mlp_Vc_trial_559_best_state.pt,"{'learning_rate': 0.002735300512953246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
560,0.04556896910071373,2025-04-25 23:34:01.649339,2025-04-25 23:34:14.203608,0 days 00:00:12.554269,0.017366875598195424,32,64,480.0,432.0,4,0.009067980880244396,0.6,checkpoints/mlp_Vc_trial_560_best_state.pt,"{'learning_rate': 0.009067980880244396, 'lr_reduce': 0.6}",TPESampler,COMPLETE
561,0.1455659568309784,2025-04-25 23:34:09.357461,2025-04-25 23:34:49.325226,0 days 00:00:39.967765,0.17090246169662465,48,336,,,2,0.00018390080649367628,0.6,checkpoints/mlp_Vc_trial_561_best_state.pt,"{'learning_rate': 0.00018390080649367628, 'lr_reduce': 0.6}",TPESampler,COMPLETE
562,0.11043518781661987,2025-04-25 23:34:09.837926,2025-04-25 23:34:19.228581,0 days 00:00:09.390655,0.07079211633272812,416,80,,,2,0.008477040983150278,0.6,checkpoints/mlp_Vc_trial_562_best_state.pt,"{'learning_rate': 0.008477040983150278, 'lr_reduce': 0.6}",TPESampler,COMPLETE
563,0.043224576860666275,2025-04-25 23:34:14.574684,2025-04-25 23:34:24.649942,0 days 00:00:10.075258,0.014782935487755784,32,80,416.0,,3,0.0035218331464358325,0.6,checkpoints/mlp_Vc_trial_563_best_state.pt,"{'learning_rate': 0.0035218331464358325, 'lr_reduce': 0.6}",TPESampler,COMPLETE
564,0.06629374623298645,2025-04-25 23:34:19.514722,2025-04-25 23:34:34.922839,0 days 00:00:15.408117,0.0008481982605176644,144,112,304.0,,3,0.003139049227983917,0.6,checkpoints/mlp_Vc_trial_564_best_state.pt,"{'learning_rate': 0.003139049227983917, 'lr_reduce': 0.6}",TPESampler,COMPLETE
565,0.09165918081998825,2025-04-25 23:34:25.020254,2025-04-25 23:34:33.182942,0 days 00:00:08.162688,0.05523659949016092,32,192,368.0,,3,0.009782875368432888,0.6,checkpoints/mlp_Vc_trial_565_best_state.pt,"{'learning_rate': 0.009782875368432888, 'lr_reduce': 0.6}",TPESampler,COMPLETE
566,0.1090066209435463,2025-04-25 23:34:33.532016,2025-04-25 23:34:45.654258,0 days 00:00:12.122242,0.009169497638913175,144,240,432.0,,3,0.005612496109153941,0.6,checkpoints/mlp_Vc_trial_566_best_state.pt,"{'learning_rate': 0.005612496109153941, 'lr_reduce': 0.6}",TPESampler,COMPLETE
567,0.04045288264751434,2025-04-25 23:34:35.262128,2025-04-25 23:34:51.094739,0 days 00:00:15.832611,0.026031523407093415,32,144,384.0,,3,0.0015701489739478897,0.6,checkpoints/mlp_Vc_trial_567_best_state.pt,"{'learning_rate': 0.0015701489739478897, 'lr_reduce': 0.6}",TPESampler,COMPLETE
568,0.08818203955888748,2025-04-25 23:34:46.231502,2025-04-25 23:34:59.649468,0 days 00:00:13.417966,0.004842880086342452,144,176,,,2,0.0031524010474014764,0.6,checkpoints/mlp_Vc_trial_568_best_state.pt,"{'learning_rate': 0.0031524010474014764, 'lr_reduce': 0.6}",TPESampler,COMPLETE
569,0.057025663554668427,2025-04-25 23:34:49.689607,2025-04-25 23:35:01.984372,0 days 00:00:12.294765,0.000651650942061867,96,112,464.0,,3,0.003408206229959732,0.6,checkpoints/mlp_Vc_trial_569_best_state.pt,"{'learning_rate': 0.003408206229959732, 'lr_reduce': 0.6}",TPESampler,COMPLETE
570,0.2401559054851532,2025-04-25 23:34:51.409562,2025-04-25 23:35:20.937575,0 days 00:00:29.528013,0.28395193126801255,320,384,352.0,160.0,4,0.00015953851239015125,0.6,checkpoints/mlp_Vc_trial_570_best_state.pt,"{'learning_rate': 0.00015953851239015125, 'lr_reduce': 0.6}",TPESampler,COMPLETE
571,0.05412803962826729,2025-04-25 23:34:59.969752,2025-04-25 23:35:09.708310,0 days 00:00:09.738558,0.052506558621387214,32,32,416.0,,3,0.003823398665848942,0.6,checkpoints/mlp_Vc_trial_571_best_state.pt,"{'learning_rate': 0.003823398665848942, 'lr_reduce': 0.6}",TPESampler,COMPLETE
572,0.09307713061571121,2025-04-25 23:35:02.362382,2025-04-25 23:35:13.347210,0 days 00:00:10.984828,0.008059328720163135,112,144,384.0,,3,0.009728515929263904,0.6,checkpoints/mlp_Vc_trial_572_best_state.pt,"{'learning_rate': 0.009728515929263904, 'lr_reduce': 0.6}",TPESampler,COMPLETE
573,0.05605488270521164,2025-04-25 23:35:10.000020,2025-04-25 23:35:18.888587,0 days 00:00:08.888567,0.01628356412715986,32,32,256.0,,3,0.004265363330522183,0.6,checkpoints/mlp_Vc_trial_573_best_state.pt,"{'learning_rate': 0.004265363330522183, 'lr_reduce': 0.6}",TPESampler,COMPLETE
574,0.1610112190246582,2025-04-25 23:35:13.628712,2025-04-25 23:35:35.132416,0 days 00:00:21.503704,0.12080106159403517,48,224,432.0,352.0,4,0.00017001321897742043,0.6,checkpoints/mlp_Vc_trial_574_best_state.pt,"{'learning_rate': 0.00017001321897742043, 'lr_reduce': 0.6}",TPESampler,COMPLETE
575,0.05528838932514191,2025-04-25 23:35:19.216664,2025-04-25 23:35:37.751519,0 days 00:00:18.534855,0.05787629836160199,32,160,,,2,0.003643793308035558,0.6,checkpoints/mlp_Vc_trial_575_best_state.pt,"{'learning_rate': 0.003643793308035558, 'lr_reduce': 0.6}",TPESampler,COMPLETE
576,0.06546902656555176,2025-04-25 23:35:21.246575,2025-04-25 23:35:31.104530,0 days 00:00:09.857955,0.003883325101916785,112,240,320.0,96.0,4,0.003822614150948974,0.6,checkpoints/mlp_Vc_trial_576_best_state.pt,"{'learning_rate': 0.003822614150948974, 'lr_reduce': 0.6}",TPESampler,COMPLETE
577,0.03585657477378845,2025-04-25 23:35:31.414821,2025-04-25 23:35:41.802826,0 days 00:00:10.388005,0.0013090704395130577,32,48,496.0,,3,0.007322299014614071,0.6,checkpoints/mlp_Vc_trial_577_best_state.pt,"{'learning_rate': 0.007322299014614071, 'lr_reduce': 0.6}",TPESampler,COMPLETE
578,0.219182550907135,2025-04-25 23:35:35.440777,2025-04-25 23:36:11.494996,0 days 00:00:36.054219,0.2478120820880922,80,224,384.0,224.0,4,0.00011621172768600853,0.6,checkpoints/mlp_Vc_trial_578_best_state.pt,"{'learning_rate': 0.00011621172768600853, 'lr_reduce': 0.6}",TPESampler,COMPLETE
579,0.0674339309334755,2025-04-25 23:35:38.085880,2025-04-25 23:35:51.967053,0 days 00:00:13.881173,0.048393753995924375,160,48,,,2,0.008596074070227467,0.6,checkpoints/mlp_Vc_trial_579_best_state.pt,"{'learning_rate': 0.008596074070227467, 'lr_reduce': 0.6}",TPESampler,COMPLETE
580,0.06053401157259941,2025-04-25 23:35:42.105487,2025-04-25 23:35:53.545596,0 days 00:00:11.440109,0.03102660189832748,80,32,496.0,,3,0.008558093001193019,0.6,checkpoints/mlp_Vc_trial_580_best_state.pt,"{'learning_rate': 0.008558093001193019, 'lr_reduce': 0.6}",TPESampler,COMPLETE
581,0.06376629322767258,2025-04-25 23:35:52.237024,2025-04-25 23:36:03.170716,0 days 00:00:10.933692,0.04456360271804172,112,64,512.0,,3,0.006470837733158698,0.6,checkpoints/mlp_Vc_trial_581_best_state.pt,"{'learning_rate': 0.006470837733158698, 'lr_reduce': 0.6}",TPESampler,COMPLETE
582,0.062459904700517654,2025-04-25 23:35:53.888821,2025-04-25 23:36:03.566295,0 days 00:00:09.677474,0.0016025775111153757,112,144,352.0,,3,0.0031766103246151246,0.6,checkpoints/mlp_Vc_trial_582_best_state.pt,"{'learning_rate': 0.0031766103246151246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
583,0.12083327770233154,2025-04-25 23:36:03.667518,2025-04-25 23:36:16.117017,0 days 00:00:12.449499,0.1794651675943957,176,112,512.0,,3,0.000983540383071095,0.6,checkpoints/mlp_Vc_trial_583_best_state.pt,"{'learning_rate': 0.000983540383071095, 'lr_reduce': 0.6}",TPESampler,COMPLETE
584,0.8263988494873047,2025-04-25 23:36:03.945681,2025-04-25 23:36:08.269752,0 days 00:00:04.324071,0.06812322036266855,144,240,416.0,,3,0.008465278115506033,0.6,checkpoints/mlp_Vc_trial_584_best_state.pt,"{'learning_rate': 0.008465278115506033, 'lr_reduce': 0.6}",TPESampler,COMPLETE
585,0.05135052278637886,2025-04-25 23:36:08.548505,2025-04-25 23:36:31.325038,0 days 00:00:22.776533,0.007237514774164398,32,48,,,2,0.0066711042696963666,0.6,checkpoints/mlp_Vc_trial_585_best_state.pt,"{'learning_rate': 0.0066711042696963666, 'lr_reduce': 0.6}",TPESampler,COMPLETE
586,0.10793863236904144,2025-04-25 23:36:11.840026,2025-04-25 23:36:23.971130,0 days 00:00:12.131104,0.21016938332276436,240,144,,,2,0.006034237113434215,0.6,checkpoints/mlp_Vc_trial_586_best_state.pt,"{'learning_rate': 0.006034237113434215, 'lr_reduce': 0.6}",TPESampler,COMPLETE
587,0.05641605332493782,2025-04-25 23:36:16.452979,2025-04-25 23:36:26.747278,0 days 00:00:10.294299,0.03587673789129746,32,80,336.0,,3,0.009627224627950848,0.6,checkpoints/mlp_Vc_trial_587_best_state.pt,"{'learning_rate': 0.009627224627950848, 'lr_reduce': 0.6}",TPESampler,COMPLETE
588,0.057630497962236404,2025-04-25 23:36:24.297552,2025-04-25 23:36:39.368100,0 days 00:00:15.070548,0.04685100630813353,32,144,384.0,,3,0.002005116395860979,0.6,checkpoints/mlp_Vc_trial_588_best_state.pt,"{'learning_rate': 0.002005116395860979, 'lr_reduce': 0.6}",TPESampler,COMPLETE
589,0.02953074499964714,2025-04-25 23:36:27.086772,2025-04-25 23:36:36.483460,0 days 00:00:09.396688,0.01726140781810117,32,32,512.0,,3,0.008641734741109972,0.6,checkpoints/mlp_Vc_trial_589_best_state.pt,"{'learning_rate': 0.008641734741109972, 'lr_reduce': 0.6}",TPESampler,COMPLETE
590,0.06232167035341263,2025-04-25 23:36:31.850938,2025-04-25 23:36:45.446025,0 days 00:00:13.595087,0.07722948607514185,32,256,448.0,,3,0.00298529377383548,0.6,checkpoints/mlp_Vc_trial_590_best_state.pt,"{'learning_rate': 0.00298529377383548, 'lr_reduce': 0.6}",TPESampler,COMPLETE
591,0.050809718668460846,2025-04-25 23:36:36.790783,2025-04-25 23:36:45.011623,0 days 00:00:08.220840,0.026165513845818264,32,32,512.0,,3,0.004529299679761895,0.6,checkpoints/mlp_Vc_trial_591_best_state.pt,"{'learning_rate': 0.004529299679761895, 'lr_reduce': 0.6}",TPESampler,COMPLETE
592,0.041999515146017075,2025-04-25 23:36:39.625558,2025-04-25 23:36:50.085586,0 days 00:00:10.460028,9.188844269969118e-05,32,96,512.0,,3,0.0071396016524245265,0.6,checkpoints/mlp_Vc_trial_592_best_state.pt,"{'learning_rate': 0.0071396016524245265, 'lr_reduce': 0.6}",TPESampler,COMPLETE
593,0.04125600680708885,2025-04-25 23:36:45.306157,2025-04-25 23:36:53.174481,0 days 00:00:07.868324,0.053626015371444236,64,48,512.0,,3,0.009939451718513872,0.6,checkpoints/mlp_Vc_trial_593_best_state.pt,"{'learning_rate': 0.009939451718513872, 'lr_reduce': 0.6}",TPESampler,COMPLETE
594,0.0599602609872818,2025-04-25 23:36:45.716862,2025-04-25 23:36:53.049103,0 days 00:00:07.332241,0.050009436347752026,64,32,512.0,,3,0.009385240686174327,0.6,checkpoints/mlp_Vc_trial_594_best_state.pt,"{'learning_rate': 0.009385240686174327, 'lr_reduce': 0.6}",TPESampler,COMPLETE
595,0.05212382227182388,2025-04-25 23:36:50.372221,2025-04-25 23:37:15.624043,0 days 00:00:25.251822,0.0005888499960231162,32,192,512.0,,3,0.0006736868839286983,0.6,checkpoints/mlp_Vc_trial_595_best_state.pt,"{'learning_rate': 0.0006736868839286983, 'lr_reduce': 0.6}",TPESampler,COMPLETE
596,0.05210140347480774,2025-04-25 23:36:53.376578,2025-04-25 23:37:02.925005,0 days 00:00:09.548427,0.014407665812739282,48,32,304.0,,3,0.009516592123133445,0.6,checkpoints/mlp_Vc_trial_596_best_state.pt,"{'learning_rate': 0.009516592123133445, 'lr_reduce': 0.6}",TPESampler,COMPLETE
597,0.06700462847948074,2025-04-25 23:36:53.461924,2025-04-25 23:37:00.906898,0 days 00:00:07.444974,0.0073618254755462575,112,48,288.0,,3,0.005338500334666732,0.6,checkpoints/mlp_Vc_trial_597_best_state.pt,"{'learning_rate': 0.005338500334666732, 'lr_reduce': 0.6}",TPESampler,COMPLETE
598,0.17789824306964874,2025-04-25 23:37:01.268891,2025-04-25 23:37:18.744286,0 days 00:00:17.475395,0.234821925362672,512,144,352.0,512.0,4,0.00031014773691187184,0.6,checkpoints/mlp_Vc_trial_598_best_state.pt,"{'learning_rate': 0.00031014773691187184, 'lr_reduce': 0.6}",TPESampler,COMPLETE
599,0.048513688147068024,2025-04-25 23:37:03.268648,2025-04-25 23:37:14.164785,0 days 00:00:10.896137,0.033013449807891726,32,224,368.0,,3,0.003798492181012238,0.6,checkpoints/mlp_Vc_trial_599_best_state.pt,"{'learning_rate': 0.003798492181012238, 'lr_reduce': 0.6}",TPESampler,COMPLETE
600,0.07989747077226639,2025-04-25 23:37:14.515718,2025-04-25 23:37:28.251398,0 days 00:00:13.735680,0.035880350376353315,144,80,464.0,400.0,4,0.007777229536976221,0.6,checkpoints/mlp_Vc_trial_600_best_state.pt,"{'learning_rate': 0.007777229536976221, 'lr_reduce': 0.6}",TPESampler,COMPLETE
601,0.03905995190143585,2025-04-25 23:37:15.993819,2025-04-25 23:37:24.508540,0 days 00:00:08.514721,0.03105527763197282,32,32,384.0,,3,0.008839149035513937,0.6,checkpoints/mlp_Vc_trial_601_best_state.pt,"{'learning_rate': 0.008839149035513937, 'lr_reduce': 0.6}",TPESampler,COMPLETE
602,0.08935495465993881,2025-04-25 23:37:19.033069,2025-04-25 23:37:32.500121,0 days 00:00:13.467052,0.0048440407873869,208,320,,,2,0.007526298647703092,0.6,checkpoints/mlp_Vc_trial_602_best_state.pt,"{'learning_rate': 0.007526298647703092, 'lr_reduce': 0.6}",TPESampler,COMPLETE
603,0.0626315176486969,2025-04-25 23:37:24.845376,2025-04-25 23:37:34.090426,0 days 00:00:09.245050,0.0037420744180741475,80,48,400.0,,3,0.007783492155212481,0.6,checkpoints/mlp_Vc_trial_603_best_state.pt,"{'learning_rate': 0.007783492155212481, 'lr_reduce': 0.6}",TPESampler,COMPLETE
604,0.10197442770004272,2025-04-25 23:37:28.531463,2025-04-25 23:37:43.799612,0 days 00:00:15.268149,0.16184919169460907,464,368,352.0,304.0,4,0.0024031987197957474,0.6,checkpoints/mlp_Vc_trial_604_best_state.pt,"{'learning_rate': 0.0024031987197957474, 'lr_reduce': 0.6}",TPESampler,COMPLETE
605,0.03851554915308952,2025-04-25 23:37:32.857675,2025-04-25 23:37:41.354968,0 days 00:00:08.497293,0.0013957432049185939,32,48,512.0,,3,0.00611622635254776,0.6,checkpoints/mlp_Vc_trial_605_best_state.pt,"{'learning_rate': 0.00611622635254776, 'lr_reduce': 0.6}",TPESampler,COMPLETE
606,0.054164547473192215,2025-04-25 23:37:34.445179,2025-04-25 23:37:44.071841,0 days 00:00:09.626662,0.06485083066471925,96,32,448.0,,3,0.0037516970565609096,0.6,checkpoints/mlp_Vc_trial_606_best_state.pt,"{'learning_rate': 0.0037516970565609096, 'lr_reduce': 0.6}",TPESampler,COMPLETE
607,0.0872538611292839,2025-04-25 23:37:41.756532,2025-04-25 23:37:57.026207,0 days 00:00:15.269675,0.04168569200464337,128,112,400.0,,3,0.00954453835348633,0.6,checkpoints/mlp_Vc_trial_607_best_state.pt,"{'learning_rate': 0.00954453835348633, 'lr_reduce': 0.6}",TPESampler,COMPLETE
608,0.06288380175828934,2025-04-25 23:37:44.128035,2025-04-25 23:37:54.862795,0 days 00:00:10.734760,0.07138614993148494,48,32,336.0,112.0,4,0.00993061788465848,0.6,checkpoints/mlp_Vc_trial_608_best_state.pt,"{'learning_rate': 0.00993061788465848, 'lr_reduce': 0.6}",TPESampler,COMPLETE
609,0.08396202325820923,2025-04-25 23:37:44.473979,2025-04-25 23:38:02.289301,0 days 00:00:17.815322,0.010439399487677293,128,208,416.0,,3,0.006348172647189899,0.6,checkpoints/mlp_Vc_trial_609_best_state.pt,"{'learning_rate': 0.006348172647189899, 'lr_reduce': 0.6}",TPESampler,COMPLETE
610,0.06381054222583771,2025-04-25 23:37:55.194776,2025-04-25 23:38:04.300378,0 days 00:00:09.105602,0.006314177688923561,112,32,464.0,,3,0.0038051713966920225,0.6,checkpoints/mlp_Vc_trial_610_best_state.pt,"{'learning_rate': 0.0038051713966920225, 'lr_reduce': 0.6}",TPESampler,COMPLETE
611,0.051510293036699295,2025-04-25 23:37:57.383314,2025-04-25 23:38:13.099730,0 days 00:00:15.716416,0.005639309271521916,32,192,368.0,,3,0.0013148935435877793,0.6,checkpoints/mlp_Vc_trial_611_best_state.pt,"{'learning_rate': 0.0013148935435877793, 'lr_reduce': 0.6}",TPESampler,COMPLETE
612,0.0615856796503067,2025-04-25 23:38:02.668696,2025-04-25 23:38:15.445634,0 days 00:00:12.776938,0.002298826522516226,80,224,272.0,,3,0.002540936704025886,0.6,checkpoints/mlp_Vc_trial_612_best_state.pt,"{'learning_rate': 0.002540936704025886, 'lr_reduce': 0.6}",TPESampler,COMPLETE
613,0.07163272798061371,2025-04-25 23:38:04.755709,2025-04-25 23:38:15.810202,0 days 00:00:11.054493,0.052656065195715314,96,160,400.0,,3,0.004554126572093714,0.6,checkpoints/mlp_Vc_trial_613_best_state.pt,"{'learning_rate': 0.004554126572093714, 'lr_reduce': 0.6}",TPESampler,COMPLETE
614,0.0924503281712532,2025-04-25 23:38:13.461197,2025-04-25 23:38:26.465786,0 days 00:00:13.004589,0.01170717979735754,96,112,,,2,0.004987948119254521,0.6,checkpoints/mlp_Vc_trial_614_best_state.pt,"{'learning_rate': 0.004987948119254521, 'lr_reduce': 0.6}",TPESampler,COMPLETE
615,0.12800051271915436,2025-04-25 23:38:15.754676,2025-04-25 23:38:38.870444,0 days 00:00:23.115768,0.2957045180726615,208,464,336.0,,3,0.004153412688626641,0.6,checkpoints/mlp_Vc_trial_615_best_state.pt,"{'learning_rate': 0.004153412688626641, 'lr_reduce': 0.6}",TPESampler,COMPLETE
616,0.04277263954281807,2025-04-25 23:38:16.190189,2025-04-25 23:38:24.380832,0 days 00:00:08.190643,0.001621806414744179,32,64,464.0,,3,0.008872447328663869,0.6,checkpoints/mlp_Vc_trial_616_best_state.pt,"{'learning_rate': 0.008872447328663869, 'lr_reduce': 0.6}",TPESampler,COMPLETE
617,0.12145599722862244,2025-04-25 23:38:24.681452,2025-04-25 23:38:42.752649,0 days 00:00:18.071197,0.08471239790830938,432,192,400.0,,3,0.0005684350297690239,0.6,checkpoints/mlp_Vc_trial_617_best_state.pt,"{'learning_rate': 0.0005684350297690239, 'lr_reduce': 0.6}",TPESampler,COMPLETE
618,0.04688381403684616,2025-04-25 23:38:26.765334,2025-04-25 23:38:38.335436,0 days 00:00:11.570102,0.004961312589909691,96,32,432.0,,3,0.008892389427942246,0.6,checkpoints/mlp_Vc_trial_618_best_state.pt,"{'learning_rate': 0.008892389427942246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
619,0.07471205294132233,2025-04-25 23:38:38.609134,2025-04-25 23:38:48.775009,0 days 00:00:10.165875,0.05646100964387493,112,128,352.0,,3,0.004783750243551708,0.6,checkpoints/mlp_Vc_trial_619_best_state.pt,"{'learning_rate': 0.004783750243551708, 'lr_reduce': 0.6}",TPESampler,COMPLETE
620,0.04148777946829796,2025-04-25 23:38:39.159490,2025-04-25 23:38:49.330304,0 days 00:00:10.170814,0.03338198338251837,32,176,400.0,,3,0.007480311630175534,0.6,checkpoints/mlp_Vc_trial_620_best_state.pt,"{'learning_rate': 0.007480311630175534, 'lr_reduce': 0.6}",TPESampler,COMPLETE
621,0.03815590590238571,2025-04-25 23:38:43.089614,2025-04-25 23:39:02.250035,0 days 00:00:19.160421,0.0010689026059962602,32,240,464.0,,3,0.009841436189496957,0.6,checkpoints/mlp_Vc_trial_621_best_state.pt,"{'learning_rate': 0.009841436189496957, 'lr_reduce': 0.6}",TPESampler,COMPLETE
622,0.12700769305229187,2025-04-25 23:38:49.088700,2025-04-25 23:39:02.422411,0 days 00:00:13.333711,0.21692930327594712,304,272,368.0,,3,0.0038249686744025644,0.6,checkpoints/mlp_Vc_trial_622_best_state.pt,"{'learning_rate': 0.0038249686744025644, 'lr_reduce': 0.6}",TPESampler,COMPLETE
623,0.045344214886426926,2025-04-25 23:38:49.603530,2025-04-25 23:39:03.996358,0 days 00:00:14.392828,0.0014825082450842949,32,64,416.0,,3,0.009906463805794201,0.6,checkpoints/mlp_Vc_trial_623_best_state.pt,"{'learning_rate': 0.009906463805794201, 'lr_reduce': 0.6}",TPESampler,COMPLETE
624,0.07045529037714005,2025-04-25 23:39:02.475324,2025-04-25 23:39:10.951414,0 days 00:00:08.476090,0.05972979076943914,64,128,304.0,,3,0.0031381980641544726,0.6,checkpoints/mlp_Vc_trial_624_best_state.pt,"{'learning_rate': 0.0031381980641544726, 'lr_reduce': 0.6}",TPESampler,COMPLETE
625,0.038595736026763916,2025-04-25 23:39:02.763464,2025-04-25 23:39:14.222365,0 days 00:00:11.458901,0.00027216753523985745,32,32,464.0,,3,0.004727309240337789,0.6,checkpoints/mlp_Vc_trial_625_best_state.pt,"{'learning_rate': 0.004727309240337789, 'lr_reduce': 0.6}",TPESampler,COMPLETE
626,0.048306435346603394,2025-04-25 23:39:04.322706,2025-04-25 23:39:12.555619,0 days 00:00:08.232913,0.06220696184401763,32,128,368.0,,3,0.005053468918517567,0.6,checkpoints/mlp_Vc_trial_626_best_state.pt,"{'learning_rate': 0.005053468918517567, 'lr_reduce': 0.6}",TPESampler,COMPLETE
627,0.04035927355289459,2025-04-25 23:39:11.281029,2025-04-25 23:39:25.650151,0 days 00:00:14.369122,0.009845132411736,32,128,512.0,,3,0.0014849428449039263,0.6,checkpoints/mlp_Vc_trial_627_best_state.pt,"{'learning_rate': 0.0014849428449039263, 'lr_reduce': 0.6}",TPESampler,COMPLETE
628,0.0548730306327343,2025-04-25 23:39:12.865347,2025-04-25 23:39:23.619106,0 days 00:00:10.753759,0.00214384565534747,112,144,416.0,,3,0.006223142079045904,0.6,checkpoints/mlp_Vc_trial_628_best_state.pt,"{'learning_rate': 0.006223142079045904, 'lr_reduce': 0.6}",TPESampler,COMPLETE
629,0.06974899768829346,2025-04-25 23:39:14.513958,2025-04-25 23:39:22.448613,0 days 00:00:07.934655,0.010566751102899218,96,96,,,2,0.008754420691639304,0.6,checkpoints/mlp_Vc_trial_629_best_state.pt,"{'learning_rate': 0.008754420691639304, 'lr_reduce': 0.6}",TPESampler,COMPLETE
630,0.09479711949825287,2025-04-25 23:39:22.749230,2025-04-25 23:39:32.038527,0 days 00:00:09.289297,0.1489890753968864,192,304,336.0,32.0,4,0.002925739722871842,0.6,checkpoints/mlp_Vc_trial_630_best_state.pt,"{'learning_rate': 0.002925739722871842, 'lr_reduce': 0.6}",TPESampler,COMPLETE
631,0.04756249859929085,2025-04-25 23:39:24.008417,2025-04-25 23:39:32.818514,0 days 00:00:08.810097,0.03563669584940836,32,160,400.0,,3,0.003879278802440789,0.6,checkpoints/mlp_Vc_trial_631_best_state.pt,"{'learning_rate': 0.003879278802440789, 'lr_reduce': 0.6}",TPESampler,COMPLETE
632,0.14553126692771912,2025-04-25 23:39:25.963833,2025-04-25 23:39:47.441756,0 days 00:00:21.477923,0.2921683495979496,128,368,,,2,0.0010280688131135596,0.6,checkpoints/mlp_Vc_trial_632_best_state.pt,"{'learning_rate': 0.0010280688131135596, 'lr_reduce': 0.6}",TPESampler,COMPLETE
633,0.09203726053237915,2025-04-25 23:39:32.355798,2025-04-25 23:39:48.574925,0 days 00:00:16.219127,0.001543803243978118,144,192,432.0,,3,0.0019485871295727285,0.6,checkpoints/mlp_Vc_trial_633_best_state.pt,"{'learning_rate': 0.0019485871295727285, 'lr_reduce': 0.6}",TPESampler,COMPLETE
634,0.05260385572910309,2025-04-25 23:39:33.128371,2025-04-25 23:39:45.175680,0 days 00:00:12.047309,0.05221394905715433,32,112,,,2,0.009693470648071136,0.6,checkpoints/mlp_Vc_trial_634_best_state.pt,"{'learning_rate': 0.009693470648071136, 'lr_reduce': 0.6}",TPESampler,COMPLETE
635,0.11030124127864838,2025-04-25 23:39:45.473849,2025-04-25 23:40:26.734647,0 days 00:00:41.260798,0.05295952182880988,64,464,,,2,0.00017424128097330764,0.6,checkpoints/mlp_Vc_trial_635_best_state.pt,"{'learning_rate': 0.00017424128097330764, 'lr_reduce': 0.6}",TPESampler,COMPLETE
636,0.10274834930896759,2025-04-25 23:39:47.714838,2025-04-25 23:40:08.499380,0 days 00:00:20.784542,0.07637036134876081,48,80,368.0,,3,0.0005118990541979644,0.6,checkpoints/mlp_Vc_trial_636_best_state.pt,"{'learning_rate': 0.0005118990541979644, 'lr_reduce': 0.6}",TPESampler,COMPLETE
637,0.04599027708172798,2025-04-25 23:39:48.933191,2025-04-25 23:39:57.475195,0 days 00:00:08.542004,0.045112956897761194,32,144,240.0,,3,0.004283165264774086,0.6,checkpoints/mlp_Vc_trial_637_best_state.pt,"{'learning_rate': 0.004283165264774086, 'lr_reduce': 0.6}",TPESampler,COMPLETE
638,0.06735321134328842,2025-04-25 23:39:57.755297,2025-04-25 23:40:12.960323,0 days 00:00:15.205026,0.021190742968958547,96,112,464.0,192.0,4,0.0038267704470545377,0.6,checkpoints/mlp_Vc_trial_638_best_state.pt,"{'learning_rate': 0.0038267704470545377, 'lr_reduce': 0.6}",TPESampler,COMPLETE
639,0.04202903434634209,2025-04-25 23:40:08.787049,2025-04-25 23:40:29.046898,0 days 00:00:20.259849,0.00030087463188661553,32,128,336.0,,3,0.005970601017108642,0.6,checkpoints/mlp_Vc_trial_639_best_state.pt,"{'learning_rate': 0.005970601017108642, 'lr_reduce': 0.6}",TPESampler,COMPLETE
