number,value,datetime_start,datetime_complete,duration,params_final_dropout,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
214,0.08332258462905884,2025-04-25 23:05:16.639216,2025-04-25 23:05:27.086310,0 days 00:00:10.447094,0.11146825606521642,512,48,,,2,0.003647767704631403,0.6,checkpoints/mlp_Omega_trial_214_best_state.pt,"{'learning_rate': 0.003647767704631403, 'lr_reduce': 0.6}",TPESampler,COMPLETE
215,0.09198939800262451,2025-04-25 23:05:22.607333,2025-04-25 23:05:31.947437,0 days 00:00:09.340104,0.04307007678852083,400,32,,,2,0.008540175019671956,0.6,checkpoints/mlp_Omega_trial_215_best_state.pt,"{'learning_rate': 0.008540175019671956, 'lr_reduce': 0.6}",TPESampler,COMPLETE
216,0.07944415509700775,2025-04-25 23:05:27.349455,2025-04-25 23:05:39.602618,0 days 00:00:12.253163,0.09330306316490607,512,48,,,2,0.009735190321554158,0.6,checkpoints/mlp_Omega_trial_216_best_state.pt,"{'learning_rate': 0.009735190321554158, 'lr_reduce': 0.6}",TPESampler,COMPLETE
217,0.09021291136741638,2025-04-25 23:05:29.419694,2025-04-25 23:05:41.633815,0 days 00:00:12.214121,0.04730180201056143,496,80,,,2,0.006449220464221695,0.6,checkpoints/mlp_Omega_trial_217_best_state.pt,"{'learning_rate': 0.006449220464221695, 'lr_reduce': 0.6}",TPESampler,COMPLETE
218,0.11299358308315277,2025-04-25 23:05:32.219701,2025-04-25 23:06:17.524070,0 days 00:00:45.304369,0.0014206445196570106,192,80,,,2,0.00024716577503469884,0.6,checkpoints/mlp_Omega_trial_218_best_state.pt,"{'learning_rate': 0.00024716577503469884, 'lr_reduce': 0.6}",TPESampler,COMPLETE
219,0.08848553150892258,2025-04-25 23:05:39.884004,2025-04-25 23:05:51.561069,0 days 00:00:11.677065,0.07698597484124131,480,32,,,2,0.004107190828991608,0.6,checkpoints/mlp_Omega_trial_219_best_state.pt,"{'learning_rate': 0.004107190828991608, 'lr_reduce': 0.6}",TPESampler,COMPLETE
220,0.09377208352088928,2025-04-25 23:05:41.969851,2025-04-25 23:05:52.303803,0 days 00:00:10.333952,0.013578150262625426,416,64,,,2,0.0015748871082877872,0.6,checkpoints/mlp_Omega_trial_220_best_state.pt,"{'learning_rate': 0.0015748871082877872, 'lr_reduce': 0.6}",TPESampler,COMPLETE
221,0.09586820006370544,2025-04-25 23:05:51.826079,2025-04-25 23:06:01.977348,0 days 00:00:10.151269,0.09222412337020992,480,112,,,2,0.007044468831821707,0.6,checkpoints/mlp_Omega_trial_221_best_state.pt,"{'learning_rate': 0.007044468831821707, 'lr_reduce': 0.6}",TPESampler,COMPLETE
222,0.08106879144906998,2025-04-25 23:05:52.640178,2025-04-25 23:06:03.002029,0 days 00:00:10.361851,0.056773147046720845,464,32,,,2,0.0045095925525616525,0.6,checkpoints/mlp_Omega_trial_222_best_state.pt,"{'learning_rate': 0.0045095925525616525, 'lr_reduce': 0.6}",TPESampler,COMPLETE
223,0.10933122038841248,2025-04-25 23:06:02.249330,2025-04-25 23:06:12.319383,0 days 00:00:10.070053,0.2714695945747192,368,64,112.0,,3,0.002830790841954209,0.6,checkpoints/mlp_Omega_trial_223_best_state.pt,"{'learning_rate': 0.002830790841954209, 'lr_reduce': 0.6}",TPESampler,COMPLETE
224,0.09792110323905945,2025-04-25 23:06:03.281654,2025-04-25 23:06:12.990006,0 days 00:00:09.708352,0.0871684467824195,464,96,32.0,,3,0.009997653944929732,0.6,checkpoints/mlp_Omega_trial_224_best_state.pt,"{'learning_rate': 0.009997653944929732, 'lr_reduce': 0.6}",TPESampler,COMPLETE
225,0.08821170777082443,2025-04-25 23:06:12.721427,2025-04-25 23:06:20.320955,0 days 00:00:07.599528,0.09147457248130933,512,32,,,2,0.006301659413593388,0.6,checkpoints/mlp_Omega_trial_225_best_state.pt,"{'learning_rate': 0.006301659413593388, 'lr_reduce': 0.6}",TPESampler,COMPLETE
226,0.09340452402830124,2025-04-25 23:06:13.313374,2025-04-25 23:06:29.625950,0 days 00:00:16.312576,0.06385040456004647,512,128,,,2,0.009669043843641688,0.6,checkpoints/mlp_Omega_trial_226_best_state.pt,"{'learning_rate': 0.009669043843641688, 'lr_reduce': 0.6}",TPESampler,COMPLETE
227,0.09933178871870041,2025-04-25 23:06:18.013418,2025-04-25 23:06:31.500766,0 days 00:00:13.487348,0.14566781866461445,384,320,176.0,304.0,4,0.008398427775937833,0.6,checkpoints/mlp_Omega_trial_227_best_state.pt,"{'learning_rate': 0.008398427775937833, 'lr_reduce': 0.6}",TPESampler,COMPLETE
228,0.10103169828653336,2025-04-25 23:06:20.702031,2025-04-25 23:06:53.544278,0 days 00:00:32.842247,0.17725211460497445,112,224,,,2,0.0011828598260899882,0.6,checkpoints/mlp_Omega_trial_228_best_state.pt,"{'learning_rate': 0.0011828598260899882, 'lr_reduce': 0.6}",TPESampler,COMPLETE
229,0.09531649202108383,2025-04-25 23:06:29.932812,2025-04-25 23:06:45.883814,0 days 00:00:15.951002,0.030203518664308517,496,32,,,2,0.0020468321602760834,0.6,checkpoints/mlp_Omega_trial_229_best_state.pt,"{'learning_rate': 0.0020468321602760834, 'lr_reduce': 0.6}",TPESampler,COMPLETE
230,0.09557019919157028,2025-04-25 23:06:31.815709,2025-04-25 23:06:43.417145,0 days 00:00:11.601436,0.19538523782186423,80,128,112.0,,3,0.004582912520878393,0.6,checkpoints/mlp_Omega_trial_230_best_state.pt,"{'learning_rate': 0.004582912520878393, 'lr_reduce': 0.6}",TPESampler,COMPLETE
231,0.07951061427593231,2025-04-25 23:06:43.761752,2025-04-25 23:06:54.264164,0 days 00:00:10.502412,0.09221839473034102,336,48,,,2,0.0043835384769576645,0.6,checkpoints/mlp_Omega_trial_231_best_state.pt,"{'learning_rate': 0.0043835384769576645, 'lr_reduce': 0.6}",TPESampler,COMPLETE
232,0.0939134731888771,2025-04-25 23:06:46.169850,2025-04-25 23:06:59.443595,0 days 00:00:13.273745,0.06386244782289244,432,32,,,2,0.003379006667486887,0.6,checkpoints/mlp_Omega_trial_232_best_state.pt,"{'learning_rate': 0.003379006667486887, 'lr_reduce': 0.6}",TPESampler,COMPLETE
233,0.08920485526323318,2025-04-25 23:06:53.858632,2025-04-25 23:07:01.262531,0 days 00:00:07.403899,0.1052753292714611,512,32,,,2,0.0071435610146414925,0.6,checkpoints/mlp_Omega_trial_233_best_state.pt,"{'learning_rate': 0.0071435610146414925, 'lr_reduce': 0.6}",TPESampler,COMPLETE
234,0.1008569672703743,2025-04-25 23:06:54.501521,2025-04-25 23:07:06.291938,0 days 00:00:11.790417,0.12774091277823238,304,80,,,2,0.0020210070587712765,0.6,checkpoints/mlp_Omega_trial_234_best_state.pt,"{'learning_rate': 0.0020210070587712765, 'lr_reduce': 0.6}",TPESampler,COMPLETE
235,0.0916467010974884,2025-04-25 23:06:59.738037,2025-04-25 23:07:22.100812,0 days 00:00:22.362775,0.21120799926158806,384,32,,,2,0.001834286669906617,0.6,checkpoints/mlp_Omega_trial_235_best_state.pt,"{'learning_rate': 0.001834286669906617, 'lr_reduce': 0.6}",TPESampler,COMPLETE
236,0.07949629426002502,2025-04-25 23:07:01.561038,2025-04-25 23:07:09.242146,0 days 00:00:07.681108,0.0999532725250504,336,32,,,2,0.008692651139274815,0.6,checkpoints/mlp_Omega_trial_236_best_state.pt,"{'learning_rate': 0.008692651139274815, 'lr_reduce': 0.6}",TPESampler,COMPLETE
237,0.0744001641869545,2025-04-25 23:07:06.577515,2025-04-25 23:07:17.948357,0 days 00:00:11.370842,0.10581260584012381,448,32,,,2,0.009441751706254416,0.6,checkpoints/mlp_Omega_trial_237_best_state.pt,"{'learning_rate': 0.009441751706254416, 'lr_reduce': 0.6}",TPESampler,COMPLETE
238,0.07896607369184494,2025-04-25 23:07:09.523518,2025-04-25 23:07:18.639681,0 days 00:00:09.116163,0.10910545383158754,320,48,,,2,0.0045944610196380475,0.6,checkpoints/mlp_Omega_trial_238_best_state.pt,"{'learning_rate': 0.0045944610196380475, 'lr_reduce': 0.6}",TPESampler,COMPLETE
239,0.09175126254558563,2025-04-25 23:07:18.237504,2025-04-25 23:07:32.388152,0 days 00:00:14.150648,0.11289587956833397,304,64,,,2,0.004405672900618115,0.6,checkpoints/mlp_Omega_trial_239_best_state.pt,"{'learning_rate': 0.004405672900618115, 'lr_reduce': 0.6}",TPESampler,COMPLETE
240,0.11066917330026627,2025-04-25 23:07:18.989743,2025-04-25 23:07:32.549654,0 days 00:00:13.559911,0.13324338994331397,416,272,256.0,,3,0.009539301912548103,0.6,checkpoints/mlp_Omega_trial_240_best_state.pt,"{'learning_rate': 0.009539301912548103, 'lr_reduce': 0.6}",TPESampler,COMPLETE
241,0.10552304983139038,2025-04-25 23:07:22.381434,2025-04-25 23:07:32.798501,0 days 00:00:10.417067,0.08650736262689014,368,240,32.0,336.0,4,0.00997329804547212,0.6,checkpoints/mlp_Omega_trial_241_best_state.pt,"{'learning_rate': 0.00997329804547212, 'lr_reduce': 0.6}",TPESampler,COMPLETE
242,0.08526752889156342,2025-04-25 23:07:32.647387,2025-04-25 23:07:41.158805,0 days 00:00:08.511418,0.08019840259501516,368,32,,,2,0.009298484947832442,0.6,checkpoints/mlp_Omega_trial_242_best_state.pt,"{'learning_rate': 0.009298484947832442, 'lr_reduce': 0.6}",TPESampler,COMPLETE
243,0.08955975621938705,2025-04-25 23:07:32.862430,2025-04-25 23:07:45.176403,0 days 00:00:12.313973,0.11623453056097421,368,80,,,2,0.008350343973337398,0.6,checkpoints/mlp_Omega_trial_243_best_state.pt,"{'learning_rate': 0.008350343973337398, 'lr_reduce': 0.6}",TPESampler,COMPLETE
244,0.08814864605665207,2025-04-25 23:07:33.062617,2025-04-25 23:07:45.765570,0 days 00:00:12.702953,0.058783269390185106,288,48,,,2,0.0037989188289235336,0.6,checkpoints/mlp_Omega_trial_244_best_state.pt,"{'learning_rate': 0.0037989188289235336, 'lr_reduce': 0.6}",TPESampler,COMPLETE
245,0.09317374229431152,2025-04-25 23:07:41.425042,2025-04-25 23:08:00.128752,0 days 00:00:18.703710,0.1083154408963816,336,48,,,2,0.002360020432686341,0.6,checkpoints/mlp_Omega_trial_245_best_state.pt,"{'learning_rate': 0.002360020432686341, 'lr_reduce': 0.6}",TPESampler,COMPLETE
246,0.09049437940120697,2025-04-25 23:07:45.581533,2025-04-25 23:08:01.233807,0 days 00:00:15.652274,0.13607772332903578,384,32,,,2,0.0087344918940019,0.6,checkpoints/mlp_Omega_trial_246_best_state.pt,"{'learning_rate': 0.0087344918940019, 'lr_reduce': 0.6}",TPESampler,COMPLETE
247,0.2272893339395523,2025-04-25 23:07:46.213578,2025-04-25 23:08:39.217275,0 days 00:00:53.003697,0.20079315948452714,96,80,192.0,512.0,4,0.00012852412071481545,0.6,checkpoints/mlp_Omega_trial_247_best_state.pt,"{'learning_rate': 0.00012852412071481545, 'lr_reduce': 0.6}",TPESampler,COMPLETE
248,0.0936218872666359,2025-04-25 23:08:00.401390,2025-04-25 23:08:16.974407,0 days 00:00:16.573017,0.10665071214853959,320,48,,,2,0.006306546183430187,0.6,checkpoints/mlp_Omega_trial_248_best_state.pt,"{'learning_rate': 0.006306546183430187, 'lr_reduce': 0.6}",TPESampler,COMPLETE
249,0.09393519908189774,2025-04-25 23:08:01.537305,2025-04-25 23:08:15.435963,0 days 00:00:13.898658,0.09019766653921413,288,144,,,2,0.005111682587575095,0.6,checkpoints/mlp_Omega_trial_249_best_state.pt,"{'learning_rate': 0.005111682587575095, 'lr_reduce': 0.6}",TPESampler,COMPLETE
250,0.0819719135761261,2025-04-25 23:08:15.746684,2025-04-25 23:08:30.720169,0 days 00:00:14.973485,0.11850611324454263,368,32,,,2,0.0026931283168934034,0.6,checkpoints/mlp_Omega_trial_250_best_state.pt,"{'learning_rate': 0.0026931283168934034, 'lr_reduce': 0.6}",TPESampler,COMPLETE
251,0.09029698371887207,2025-04-25 23:08:17.237994,2025-04-25 23:08:33.135654,0 days 00:00:15.897660,0.2704308657064429,416,224,,,2,0.0040170512415689565,0.6,checkpoints/mlp_Omega_trial_251_best_state.pt,"{'learning_rate': 0.0040170512415689565, 'lr_reduce': 0.6}",TPESampler,COMPLETE
252,0.10244839638471603,2025-04-25 23:08:31.024377,2025-04-25 23:08:41.073239,0 days 00:00:10.048862,0.11083732297254345,368,96,,,2,0.0027392403064390534,0.6,checkpoints/mlp_Omega_trial_252_best_state.pt,"{'learning_rate': 0.0027392403064390534, 'lr_reduce': 0.6}",TPESampler,COMPLETE
253,0.19727659225463867,2025-04-25 23:08:33.430323,2025-04-25 23:08:56.617939,0 days 00:00:23.187616,0.24058313110856722,32,256,368.0,,3,0.0003318653089882771,0.6,checkpoints/mlp_Omega_trial_253_best_state.pt,"{'learning_rate': 0.0003318653089882771, 'lr_reduce': 0.6}",TPESampler,COMPLETE
254,0.08491911739110947,2025-04-25 23:08:39.506307,2025-04-25 23:08:50.242963,0 days 00:00:10.736656,0.14347793420954763,448,32,,,2,0.00975993154094233,0.6,checkpoints/mlp_Omega_trial_254_best_state.pt,"{'learning_rate': 0.00975993154094233, 'lr_reduce': 0.6}",TPESampler,COMPLETE
255,0.088918536901474,2025-04-25 23:08:41.399963,2025-04-25 23:08:54.100829,0 days 00:00:12.700866,0.15341684218833107,336,32,,,2,0.0030258569635491185,0.6,checkpoints/mlp_Omega_trial_255_best_state.pt,"{'learning_rate': 0.0030258569635491185, 'lr_reduce': 0.6}",TPESampler,COMPLETE
256,0.08605894446372986,2025-04-25 23:08:50.517836,2025-04-25 23:08:58.847249,0 days 00:00:08.329413,0.12282128735771307,336,32,112.0,,3,0.005461428532369945,0.6,checkpoints/mlp_Omega_trial_256_best_state.pt,"{'learning_rate': 0.005461428532369945, 'lr_reduce': 0.6}",TPESampler,COMPLETE
257,0.09650037437677383,2025-04-25 23:08:54.385821,2025-04-25 23:09:05.198331,0 days 00:00:10.812510,0.12125907278271775,224,32,,,2,0.00408198260385065,0.6,checkpoints/mlp_Omega_trial_257_best_state.pt,"{'learning_rate': 0.00408198260385065, 'lr_reduce': 0.6}",TPESampler,COMPLETE
258,0.09782477468252182,2025-04-25 23:08:56.912255,2025-04-25 23:09:13.136841,0 days 00:00:16.224586,0.2892370976068508,288,48,,,2,0.001991356515994808,0.6,checkpoints/mlp_Omega_trial_258_best_state.pt,"{'learning_rate': 0.001991356515994808, 'lr_reduce': 0.6}",TPESampler,COMPLETE
259,0.09284332394599915,2025-04-25 23:08:59.123819,2025-04-25 23:09:09.442159,0 days 00:00:10.318340,0.12158587127635373,384,32,,,2,0.0040127900918424005,0.6,checkpoints/mlp_Omega_trial_259_best_state.pt,"{'learning_rate': 0.0040127900918424005, 'lr_reduce': 0.6}",TPESampler,COMPLETE
260,0.09311316907405853,2025-04-25 23:09:05.509207,2025-04-25 23:09:17.866588,0 days 00:00:12.357381,0.06116814159749351,416,80,,,2,0.009810134656015363,0.6,checkpoints/mlp_Omega_trial_260_best_state.pt,"{'learning_rate': 0.009810134656015363, 'lr_reduce': 0.6}",TPESampler,COMPLETE
261,0.09708041697740555,2025-04-25 23:09:09.729760,2025-04-25 23:09:19.164219,0 days 00:00:09.434459,0.09499428334523348,336,112,,,2,0.002704403248117957,0.6,checkpoints/mlp_Omega_trial_261_best_state.pt,"{'learning_rate': 0.002704403248117957, 'lr_reduce': 0.6}",TPESampler,COMPLETE
262,0.09868057817220688,2025-04-25 23:09:13.381619,2025-04-25 23:09:26.772299,0 days 00:00:13.390680,0.08357640729233705,480,80,,,2,0.009994551149231003,0.6,checkpoints/mlp_Omega_trial_262_best_state.pt,"{'learning_rate': 0.009994551149231003, 'lr_reduce': 0.6}",TPESampler,COMPLETE
263,0.12708649039268494,2025-04-25 23:09:18.126196,2025-04-25 23:09:48.148276,0 days 00:00:30.022080,0.19914751508656495,240,32,96.0,,3,0.00039616471833663834,0.6,checkpoints/mlp_Omega_trial_263_best_state.pt,"{'learning_rate': 0.00039616471833663834, 'lr_reduce': 0.6}",TPESampler,COMPLETE
264,0.10737743973731995,2025-04-25 23:09:19.471335,2025-04-25 23:09:32.017765,0 days 00:00:12.546430,0.08824613343648317,320,32,,,2,0.001585270651464724,0.6,checkpoints/mlp_Omega_trial_264_best_state.pt,"{'learning_rate': 0.001585270651464724, 'lr_reduce': 0.6}",TPESampler,COMPLETE
265,0.07961700856685638,2025-04-25 23:09:27.037519,2025-04-25 23:09:41.279865,0 days 00:00:14.242346,0.007767991992062809,480,32,,,2,0.005390103625609633,0.6,checkpoints/mlp_Omega_trial_265_best_state.pt,"{'learning_rate': 0.005390103625609633, 'lr_reduce': 0.6}",TPESampler,COMPLETE
266,0.08937270939350128,2025-04-25 23:09:32.275075,2025-04-25 23:09:45.180422,0 days 00:00:12.905347,0.06874720299680903,336,64,,,2,0.004072034267916701,0.6,checkpoints/mlp_Omega_trial_266_best_state.pt,"{'learning_rate': 0.004072034267916701, 'lr_reduce': 0.6}",TPESampler,COMPLETE
267,0.08402165025472641,2025-04-25 23:09:41.567837,2025-04-25 23:09:52.341779,0 days 00:00:10.773942,0.004074700146252625,432,112,,,2,0.00409273547564222,0.6,checkpoints/mlp_Omega_trial_267_best_state.pt,"{'learning_rate': 0.00409273547564222, 'lr_reduce': 0.6}",TPESampler,COMPLETE
268,0.08493009209632874,2025-04-25 23:09:45.465070,2025-04-25 23:09:58.374754,0 days 00:00:12.909684,0.10882001224006915,304,32,,,2,0.003925244677435816,0.6,checkpoints/mlp_Omega_trial_268_best_state.pt,"{'learning_rate': 0.003925244677435816, 'lr_reduce': 0.6}",TPESampler,COMPLETE
269,0.10081029683351517,2025-04-25 23:09:48.455374,2025-04-25 23:09:56.193414,0 days 00:00:07.738040,0.23989687840825158,112,304,32.0,,3,0.005456285599090278,0.6,checkpoints/mlp_Omega_trial_269_best_state.pt,"{'learning_rate': 0.005456285599090278, 'lr_reduce': 0.6}",TPESampler,COMPLETE
270,0.08553775399923325,2025-04-25 23:09:52.598611,2025-04-25 23:10:06.284871,0 days 00:00:13.686260,0.07187131181137309,512,144,,,2,0.0026337599504471353,0.6,checkpoints/mlp_Omega_trial_270_best_state.pt,"{'learning_rate': 0.0026337599504471353, 'lr_reduce': 0.6}",TPESampler,COMPLETE
271,0.08085919171571732,2025-04-25 23:09:56.452506,2025-04-25 23:10:14.070397,0 days 00:00:17.617891,0.012736856601173019,512,96,,,2,0.0035461512677234176,0.6,checkpoints/mlp_Omega_trial_271_best_state.pt,"{'learning_rate': 0.0035461512677234176, 'lr_reduce': 0.6}",TPESampler,COMPLETE
272,0.09024912118911743,2025-04-25 23:09:58.653610,2025-04-25 23:10:11.035011,0 days 00:00:12.381401,0.11696208446529566,448,256,288.0,112.0,4,0.001425973009691077,0.6,checkpoints/mlp_Omega_trial_272_best_state.pt,"{'learning_rate': 0.001425973009691077, 'lr_reduce': 0.6}",TPESampler,COMPLETE
273,0.09349226951599121,2025-04-25 23:10:06.603450,2025-04-25 23:10:20.650832,0 days 00:00:14.047382,0.008560928252430674,400,32,,,2,0.006130188392497192,0.6,checkpoints/mlp_Omega_trial_273_best_state.pt,"{'learning_rate': 0.006130188392497192, 'lr_reduce': 0.6}",TPESampler,COMPLETE
274,0.09727106988430023,2025-04-25 23:10:11.282402,2025-04-25 23:10:20.335187,0 days 00:00:09.052785,0.008084404889960706,512,32,,,2,0.008641900120322855,0.6,checkpoints/mlp_Omega_trial_274_best_state.pt,"{'learning_rate': 0.008641900120322855, 'lr_reduce': 0.6}",TPESampler,COMPLETE
275,0.1049341931939125,2025-04-25 23:10:14.399662,2025-04-25 23:10:24.739061,0 days 00:00:10.339399,0.05269441946701959,496,304,176.0,240.0,4,0.006925002645380886,0.6,checkpoints/mlp_Omega_trial_275_best_state.pt,"{'learning_rate': 0.006925002645380886, 'lr_reduce': 0.6}",TPESampler,COMPLETE
276,0.10643354803323746,2025-04-25 23:10:20.580141,2025-04-25 23:10:52.775674,0 days 00:00:32.195533,0.012007710790630144,512,192,96.0,,3,0.00864513298926222,0.6,checkpoints/mlp_Omega_trial_276_best_state.pt,"{'learning_rate': 0.00864513298926222, 'lr_reduce': 0.6}",TPESampler,COMPLETE
277,0.09722656011581421,2025-04-25 23:10:20.969115,2025-04-25 23:10:33.726809,0 days 00:00:12.757694,0.026835676026373156,320,336,32.0,336.0,4,0.0007582173825426212,0.6,checkpoints/mlp_Omega_trial_277_best_state.pt,"{'learning_rate': 0.0007582173825426212, 'lr_reduce': 0.6}",TPESampler,COMPLETE
278,0.06998563557863235,2025-04-25 23:10:25.057426,2025-04-25 23:10:40.740525,0 days 00:00:15.683099,0.00044323724301770554,512,128,,,2,0.004253793693649442,0.6,checkpoints/mlp_Omega_trial_278_best_state.pt,"{'learning_rate': 0.004253793693649442, 'lr_reduce': 0.6}",TPESampler,COMPLETE
279,0.08911747485399246,2025-04-25 23:10:34.061189,2025-04-25 23:10:47.551515,0 days 00:00:13.490326,0.017570749381343575,512,64,,,2,0.004465820466732553,0.6,checkpoints/mlp_Omega_trial_279_best_state.pt,"{'learning_rate': 0.004465820466732553, 'lr_reduce': 0.6}",TPESampler,COMPLETE
280,0.08591465651988983,2025-04-25 23:10:40.999259,2025-04-25 23:10:48.654365,0 days 00:00:07.655106,0.02089231447521135,480,144,,,2,0.0034791476738916176,0.6,checkpoints/mlp_Omega_trial_280_best_state.pt,"{'learning_rate': 0.0034791476738916176, 'lr_reduce': 0.6}",TPESampler,COMPLETE
281,0.08411124348640442,2025-04-25 23:10:47.813903,2025-04-25 23:11:01.817388,0 days 00:00:14.003485,0.015273773078469319,464,160,,,2,0.005408127468502766,0.6,checkpoints/mlp_Omega_trial_281_best_state.pt,"{'learning_rate': 0.005408127468502766, 'lr_reduce': 0.6}",TPESampler,COMPLETE
282,0.0901859849691391,2025-04-25 23:10:49.023805,2025-04-25 23:11:01.669349,0 days 00:00:12.645544,0.010947281271267211,512,48,,,2,0.001860767455809422,0.6,checkpoints/mlp_Omega_trial_282_best_state.pt,"{'learning_rate': 0.001860767455809422, 'lr_reduce': 0.6}",TPESampler,COMPLETE
283,0.08071553707122803,2025-04-25 23:10:53.061944,2025-04-25 23:11:03.988176,0 days 00:00:10.926232,0.014643256070909438,512,160,224.0,,3,0.0030406510728979677,0.6,checkpoints/mlp_Omega_trial_283_best_state.pt,"{'learning_rate': 0.0030406510728979677, 'lr_reduce': 0.6}",TPESampler,COMPLETE
284,0.08769476413726807,2025-04-25 23:11:01.932766,2025-04-25 23:11:17.322784,0 days 00:00:15.390018,0.027446318390665636,368,80,112.0,,3,0.0026529037104637662,0.6,checkpoints/mlp_Omega_trial_284_best_state.pt,"{'learning_rate': 0.0026529037104637662, 'lr_reduce': 0.6}",TPESampler,COMPLETE
285,0.09087714552879333,2025-04-25 23:11:02.043936,2025-04-25 23:11:12.862758,0 days 00:00:10.818822,0.022929432386734373,384,80,112.0,,3,0.0020025525714188826,0.6,checkpoints/mlp_Omega_trial_285_best_state.pt,"{'learning_rate': 0.0020025525714188826, 'lr_reduce': 0.6}",TPESampler,COMPLETE
286,0.0989927425980568,2025-04-25 23:11:04.259789,2025-04-25 23:11:12.688475,0 days 00:00:08.428686,0.03060476412463719,464,80,256.0,,3,0.007124608698814956,0.6,checkpoints/mlp_Omega_trial_286_best_state.pt,"{'learning_rate': 0.007124608698814956, 'lr_reduce': 0.6}",TPESampler,COMPLETE
287,0.08553765714168549,2025-04-25 23:11:12.958715,2025-04-25 23:11:24.118908,0 days 00:00:11.160193,0.007901186976124977,400,288,304.0,,3,0.0024118998281479724,0.6,checkpoints/mlp_Omega_trial_287_best_state.pt,"{'learning_rate': 0.0024118998281479724, 'lr_reduce': 0.6}",TPESampler,COMPLETE
288,0.10730037093162537,2025-04-25 23:11:13.248168,2025-04-25 23:11:23.995246,0 days 00:00:10.747078,0.21060069061631165,208,320,208.0,368.0,4,0.0074605309351680246,0.6,checkpoints/mlp_Omega_trial_288_best_state.pt,"{'learning_rate': 0.0074605309351680246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
289,0.09052351862192154,2025-04-25 23:11:17.606598,2025-04-25 23:11:26.839016,0 days 00:00:09.232418,0.0464027996421619,512,160,368.0,,3,0.0020082002957336614,0.6,checkpoints/mlp_Omega_trial_289_best_state.pt,"{'learning_rate': 0.0020082002957336614, 'lr_reduce': 0.6}",TPESampler,COMPLETE
290,0.08929478377103806,2025-04-25 23:11:24.187309,2025-04-25 23:11:35.775740,0 days 00:00:11.588431,0.10530854673594155,272,32,,,2,0.007678661155641532,0.6,checkpoints/mlp_Omega_trial_290_best_state.pt,"{'learning_rate': 0.007678661155641532, 'lr_reduce': 0.6}",TPESampler,COMPLETE
291,0.08988593518733978,2025-04-25 23:11:24.454404,2025-04-25 23:11:31.216780,0 days 00:00:06.762376,0.0006627660438469161,512,144,256.0,,3,0.0021752816094562375,0.6,checkpoints/mlp_Omega_trial_291_best_state.pt,"{'learning_rate': 0.0021752816094562375, 'lr_reduce': 0.6}",TPESampler,COMPLETE
292,0.08469728380441666,2025-04-25 23:11:27.113154,2025-04-25 23:11:38.157241,0 days 00:00:11.044087,0.004240191351095218,496,112,,,2,0.0035200744099809305,0.6,checkpoints/mlp_Omega_trial_292_best_state.pt,"{'learning_rate': 0.0035200744099809305, 'lr_reduce': 0.6}",TPESampler,COMPLETE
293,0.08910354971885681,2025-04-25 23:11:31.461410,2025-04-25 23:11:42.210826,0 days 00:00:10.749416,0.07389324014951937,400,240,,,2,0.004143972244094337,0.6,checkpoints/mlp_Omega_trial_293_best_state.pt,"{'learning_rate': 0.004143972244094337, 'lr_reduce': 0.6}",TPESampler,COMPLETE
294,0.09452846646308899,2025-04-25 23:11:36.099864,2025-04-25 23:11:48.807505,0 days 00:00:12.707641,0.06094546687378783,496,176,208.0,512.0,4,0.0031739979302377506,0.6,checkpoints/mlp_Omega_trial_294_best_state.pt,"{'learning_rate': 0.0031739979302377506, 'lr_reduce': 0.6}",TPESampler,COMPLETE
295,0.07902362942695618,2025-04-25 23:11:38.558250,2025-04-25 23:11:49.004953,0 days 00:00:10.446703,0.11503465491867822,384,32,,,2,0.007046004320011973,0.6,checkpoints/mlp_Omega_trial_295_best_state.pt,"{'learning_rate': 0.007046004320011973, 'lr_reduce': 0.6}",TPESampler,COMPLETE
296,0.09665438532829285,2025-04-25 23:11:42.473175,2025-04-25 23:11:53.411421,0 days 00:00:10.938246,0.14147608180318932,320,208,,,2,0.0022022767921403047,0.6,checkpoints/mlp_Omega_trial_296_best_state.pt,"{'learning_rate': 0.0022022767921403047, 'lr_reduce': 0.6}",TPESampler,COMPLETE
297,0.08655170351266861,2025-04-25 23:11:49.040815,2025-04-25 23:12:00.207256,0 days 00:00:11.166441,0.012555320156387682,512,176,,,2,0.0035882763191799724,0.6,checkpoints/mlp_Omega_trial_297_best_state.pt,"{'learning_rate': 0.0035882763191799724, 'lr_reduce': 0.6}",TPESampler,COMPLETE
298,0.09041772037744522,2025-04-25 23:11:49.307347,2025-04-25 23:11:59.799569,0 days 00:00:10.492222,0.1051406052239756,336,112,,,2,0.007780598752082801,0.6,checkpoints/mlp_Omega_trial_298_best_state.pt,"{'learning_rate': 0.007780598752082801, 'lr_reduce': 0.6}",TPESampler,COMPLETE
299,0.08041950315237045,2025-04-25 23:11:53.798130,2025-04-25 23:12:08.123680,0 days 00:00:14.325550,0.12078581200261589,368,32,,,2,0.004704729188602693,0.6,checkpoints/mlp_Omega_trial_299_best_state.pt,"{'learning_rate': 0.004704729188602693, 'lr_reduce': 0.6}",TPESampler,COMPLETE
